date,store_id,category,units_sold,revenue,is_promoted,temperature_c,is_holiday
2022-05-23,Store_Casablanca,Dairy,1610,17741.41,0,26.8,0
2022-05-30,Store_Casablanca,Dairy,2860,19954.96,0,25.0,0
2022-06-06,Store_Casablanca,Dairy,3548,17879.65,0,16.7,0
2022-06-13,Store_Casablanca,Dairy,2025,19442.58,0,21.2,0
2022-06-20,Store_Casablanca,Dairy,2127,16765.26,0,22.3,0
2022-06-27,Store_Casablanca,Dairy,2212,19324.72,0,19.1,0
2022-07-04,Store_Casablanca,Dairy,2500,23987.15,0,19.2,1
2022-07-11,Store_Casablanca,Dairy,3054,20150.89,0,16.5,0
2022-07-18,Store_Casablanca,Dairy,1908,18739.73,0,13.7,0
2022-07-25,Store_Casablanca,Dairy,4051,18563.37,0,14.2,0
2022-08-01,Store_Casablanca,Dairy,1769,20964.16,1,11.8,0
2022-08-08,Store_Casablanca,Dairy,2441,19395.19,1,12.0,0
2022-08-15,Store_Casablanca,Dairy,2179,17448.19,0,13.2,0
2022-08-22,Store_Casablanca,Dairy,4256,20515.05,1,10.1,0
2022-08-29,Store_Casablanca,Dairy,3571,18916.75,1,10.3,0
2022-09-05,Store_Casablanca,Dairy,1376,15041.12,0,9.5,0
2022-09-12,Store_Casablanca,Dairy,2071,19172.62,1,11.3,0
2022-09-19,Store_Casablanca,Dairy,2400,14230.68,0,3.7,0
2022-09-26,Store_Casablanca,Dairy,1415,14346.22,0,10.7,0
2022-10-03,Store_Casablanca,Dairy,1195,14102.89,0,5.9,0
2022-10-10,Store_Casablanca,Dairy,1178,13514.03,0,2.3,0
2022-10-17,Store_Casablanca,Dairy,1696,14510.41,1,5.2,0
2022-10-24,Store_Casablanca,Dairy,1078,12394.1,0,5.4,0
2022-10-31,Store_Casablanca,Dairy,1572,14322.15,0,5.3,0
2022-11-07,Store_Casablanca,Dairy,2143,17988.17,0,7.0,0
2022-11-14,Store_Casablanca,Dairy,3420,18744.06,1,8.3,0
2022-11-21,Store_Casablanca,Dairy,3578,21039.3,1,9.4,0
2022-11-28,Store_Casablanca,Dairy,1915,20939.12,0,6.7,1
2022-12-05,Store_Casablanca,Dairy,1624,17713.07,0,9.7,0
2022-12-12,Store_Casablanca,Dairy,1691,18761.63,0,7.2,0
2022-12-19,Store_Casablanca,Dairy,2133,15384.68,0,8.6,0
2022-12-26,Store_Casablanca,Dairy,2009,17207.27,0,9.3,1
2023-01-02,Store_Casablanca,Dairy,2106,15031.72,0,15.7,1
2023-01-09,Store_Casablanca,Dairy,1195,11089.68,0,13.3,0
2023-01-16,Store_Casablanca,Dairy,3396,14824.25,1,11.0,0
2023-01-23,Store_Casablanca,Dairy,1259,11146.54,0,15.0,0
2023-01-30,Store_Casablanca,Dairy,930,10864.75,0,16.4,0
2023-02-06,Store_Casablanca,Dairy,1749,12773.7,0,21.7,0
2023-02-13,Store_Casablanca,Dairy,1964,12882.9,0,23.0,0
2023-02-20,Store_Casablanca,Dairy,1317,13415.82,0,24.3,0
2023-02-27,Store_Casablanca,Dairy,1391,13304.02,0,18.0,0
2023-03-06,Store_Casablanca,Dairy,1552,18431.43,1,20.9,0
2023-03-13,Store_Casablanca,Dairy,1916,14999.42,0,27.4,0
2023-03-20,Store_Casablanca,Dairy,1502,16121.66,0,23.9,0
2023-03-27,Store_Casablanca,Dairy,1656,16263.86,1,29.0,0
2023-04-03,Store_Casablanca,Dairy,2732,17324.61,0,25.2,0
2023-04-10,Store_Casablanca,Dairy,1781,17757.31,0,26.8,0
2023-04-17,Store_Casablanca,Dairy,2197,18598.41,1,26.8,0
2023-04-24,Store_Casablanca,Dairy,2265,22220.69,0,27.1,1
2023-05-01,Store_Casablanca,Dairy,2673,19368.99,0,23.2,0
2023-05-08,Store_Casablanca,Dairy,3391,20991.01,0,24.5,0
2023-05-15,Store_Casablanca,Dairy,2336,17761.35,0,25.2,0
2023-05-22,Store_Casablanca,Dairy,2321,20933.42,0,22.1,0
2023-05-29,Store_Casablanca,Dairy,2642,20253.64,1,18.1,0
2023-06-05,Store_Casablanca,Dairy,1935,19059.75,0,18.5,0
2023-06-12,Store_Casablanca,Dairy,2523,20021.63,1,24.1,0
2023-06-19,Store_Casablanca,Dairy,2823,22099.9,0,21.0,0
2023-06-26,Store_Casablanca,Dairy,3530,21288.27,1,18.6,0
2023-07-03,Store_Casablanca,Dairy,5392,24563.77,1,16.2,1
2023-07-10,Store_Casablanca,Dairy,3360,21594.97,0,13.5,0
2023-07-17,Store_Casablanca,Dairy,5027,23096.24,1,14.8,0
2023-07-24,Store_Casablanca,Dairy,2128,19148.44,0,10.5,0
2023-07-31,Store_Casablanca,Dairy,2314,19218.45,0,13.5,0
2023-08-07,Store_Casablanca,Dairy,1462,17180.63,0,7.9,0
2023-08-14,Store_Casablanca,Dairy,2119,16334.25,0,10.5,0
2023-08-21,Store_Casablanca,Dairy,3139,19198.01,0,10.1,0
2023-08-28,Store_Casablanca,Dairy,2059,18099.56,0,9.7,0
2023-09-04,Store_Casablanca,Dairy,4582,18584.43,1,3.8,0
2023-09-11,Store_Casablanca,Dairy,1902,18298.85,1,6.1,0
2023-09-18,Store_Casablanca,Dairy,4875,19569.41,1,6.4,0
2023-09-25,Store_Casablanca,Dairy,1887,15404.41,0,7.2,0
2023-10-02,Store_Casablanca,Dairy,1719,13378.11,0,8.5,0
2023-10-09,Store_Casablanca,Dairy,2624,13270.25,0,7.1,0
2023-10-16,Store_Casablanca,Dairy,2148,13190.81,0,4.5,0
2023-10-23,Store_Casablanca,Dairy,2084,13057.76,0,5.6,0
2023-10-30,Store_Casablanca,Dairy,2066,14535.92,0,5.3,0
2023-11-06,Store_Casablanca,Dairy,2959,17120.88,0,8.6,0
2023-11-13,Store_Casablanca,Dairy,2401,18349.15,0,6.9,0
2023-11-20,Store_Casablanca,Dairy,1572,18717.86,0,7.2,0
2023-11-27,Store_Casablanca,Dairy,3366,27555.89,1,5.1,1
2023-12-04,Store_Casablanca,Dairy,3619,17959.59,0,8.2,0
2023-12-11,Store_Casablanca,Dairy,3210,15711.06,0,10.0,0
2023-12-18,Store_Casablanca,Dairy,3595,17384.87,0,9.6,0
2023-12-25,Store_Casablanca,Dairy,2102,21320.04,0,9.6,1
2024-01-01,Store_Casablanca,Dairy,1608,12068.8,0,14.8,0
2022-01-03,Store_Casablanca,Meat & Seafood,4405,18204.54,0,14.4,0
2022-01-10,Store_Casablanca,Meat & Seafood,4209,24031.67,0,13.9,1
2022-01-17,Store_Casablanca,Meat & Seafood,1808,21427.53,0,14.3,0
2022-01-24,Store_Casablanca,Meat & Seafood,1870,20675.18,0,15.2,0
2022-01-31,Store_Casablanca,Meat & Seafood,2349,19094.63,0,16.4,0
2022-02-07,Store_Casablanca,Meat & Seafood,2362,21462.75,0,19.9,0
2022-02-14,Store_Casablanca,Meat & Seafood,6120,28429.01,1,21.2,0
2022-02-21,Store_Casablanca,Meat & Seafood,4409,25000.63,1,21.3,0
2022-02-28,Store_Casablanca,Meat & Seafood,2632,23131.15,0,23.5,0
2022-03-07,Store_Casablanca,Meat & Seafood,2121,25208.86,0,23.7,0
2022-03-14,Store_Casablanca,Meat & Seafood,2815,25294.62,0,23.5,0
2022-03-21,Store_Casablanca,Meat & Seafood,2270,26794.01,0,24.3,0
2022-03-28,Store_Casablanca,Meat & Seafood,4390,28817.13,1,26.1,0
2022-04-04,Store_Casablanca,Meat & Seafood,5243,29844.22,0,25.9,0
2022-04-11,Store_Casablanca,Meat & Seafood,3569,27365.76,0,27.7,0
2022-04-18,Store_Casablanca,Meat & Seafood,5560,29361.44,0,24.6,0
2022-04-25,Store_Casablanca,Meat & Seafood,7510,41425.63,1,23.8,1
2022-05-02,Store_Casablanca,Meat & Seafood,4045,36539.6,0,24.3,1
2022-05-09,Store_Casablanca,Meat & Seafood,4502,32758.09,0,23.6,0
2022-05-16,Store_Casablanca,Meat & Seafood,4150,28658.9,0,24.0,0
2022-05-23,Store_Casablanca,Meat & Seafood,6072,29661.88,0,23.9,0
2022-05-30,Store_Casablanca,Meat & Seafood,7516,36248.49,1,25.7,0
2022-06-06,Store_Casablanca,Meat & Seafood,4193,31628.88,0,18.8,0
2022-06-13,Store_Casablanca,Meat & Seafood,3897,35033.94,1,26.0,0
2022-06-20,Store_Casablanca,Meat & Seafood,5895,32371.64,0,23.4,0
2022-06-27,Store_Casablanca,Meat & Seafood,7596,32642.66,1,21.7,0
2022-07-04,Store_Casablanca,Meat & Seafood,8555,38097.64,0,15.1,1
2022-07-11,Store_Casablanca,Meat & Seafood,4011,36930.36,1,15.5,0
2022-07-18,Store_Casablanca,Meat & Seafood,5337,31923.5,1,14.9,0
2022-07-25,Store_Casablanca,Meat & Seafood,2801,30135.26,0,12.4,0
2022-08-01,Store_Casablanca,Meat & Seafood,2639,25138.49,0,9.8,0
2022-08-08,Store_Casablanca,Meat & Seafood,6624,28827.83,0,8.8,0
2022-08-15,Store_Casablanca,Meat & Seafood,3951,32641.25,1,11.8,0
2022-08-22,Store_Casablanca,Meat & Seafood,4384,31056.52,0,10.3,0
2022-08-29,Store_Casablanca,Meat & Seafood,2782,29598.02,0,9.8,0
2022-09-05,Store_Casablanca,Meat & Seafood,2212,26044.83,0,4.3,0
2022-09-12,Store_Casablanca,Meat & Seafood,2360,25401.96,0,9.1,0
2022-09-19,Store_Casablanca,Meat & Seafood,3802,29536.83,1,4.1,0
2022-09-26,Store_Casablanca,Meat & Seafood,4522,25225.89,0,8.9,0
2022-10-03,Store_Casablanca,Meat & Seafood,3111,18873.41,0,2.6,0
