Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,2011-10-14,70.5,3.189,6617.33,3573.86,0.0,0.0,0.0,218.747,9.475,False
1,2011-10-21,52.95,3.282,0.0,0.0,0.0,0.0,0.0,178.702,12.974,False
1,2011-10-28,92.02,3.91,0.0,0.0,0.0,0.0,0.0,135.249,5.363,False
1,2011-11-04,64.94,2.745,0.0,0.0,0.0,626.34,0.0,155.521,11.108,False
1,2011-11-11,70.54,2.833,0.0,0.0,0.0,839.9,0.0,126.419,7.648,False
1,2011-11-18,51.74,3.406,7805.11,0.0,0.0,0.0,2749.28,213.942,9.875,False
1,2011-11-25,75.95,3.168,0.0,0.0,0.0,0.0,2348.29,129.791,12.121,True
1,2011-12-02,69.68,3.918,0.0,913.33,0.0,1968.24,4270.15,218.571,8.014,False
1,2011-12-09,87.13,3.439,0.0,0.0,0.0,0.0,0.0,176.4,8.091,False
1,2011-12-16,55.22,3.037,0.0,0.0,0.0,0.0,0.0,214.837,8.044,False
1,2011-12-23,83.59,3.487,0.0,0.0,0.0,0.0,4881.35,152.165,8.287,False
1,2011-12-30,93.38,3.251,0.0,0.0,1356.9,0.0,0.0,220.574,6.046,True
1,2012-01-06,86.68,3.367,0.0,0.0,0.0,2063.66,988.44,199.861,11.008,False
1,2012-01-13,86.8,3.215,0.0,3318.69,0.0,0.0,0.0,165.357,10.502,False
1,2012-01-20,58.57,2.739,0.0,0.0,2777.97,0.0,0.0,220.113,9.958,False
1,2012-01-27,74.72,2.512,6875.02,0.0,0.0,0.0,0.0,226.895,9.318,False
1,2012-02-03,77.53,3.04,0.0,0.0,0.0,0.0,0.0,170.712,9.471,False
1,2012-02-10,88.18,3.461,0.0,3680.08,371.63,0.0,0.0,148.489,5.261,True
1,2012-02-17,74.4,2.987,0.0,2181.42,0.0,0.0,3231.15,141.558,6.256,False
1,2012-02-24,88.76,3.48,0.0,0.0,791.22,0.0,0.0,188.345,7.65,False
1,2012-03-02,73.87,3.988,0.0,2398.99,0.0,0.0,0.0,154.494,13.63,False
1,2012-03-09,82.32,2.512,3959.75,0.0,0.0,530.27,0.0,160.403,11.863,False
1,2012-03-16,86.62,3.589,0.0,0.0,0.0,0.0,3991.09,213.004,5.725,False
1,2012-03-23,95.37,3.807,0.0,0.0,0.0,0.0,0.0,213.516,9.234,False
1,2012-03-30,90.74,3.045,0.0,0.0,0.0,0.0,0.0,217.614,12.846,False
1,2012-04-06,67.93,3.86,0.0,0.0,820.61,373.54,0.0,204.912,12.47,False
1,2012-04-13,81.1,3.21,0.0,4299.67,0.0,0.0,0.0,187.922,12.808,False
1,2012-04-20,82.88,2.879,9864.34,0.0,0.0,0.0,0.0,155.825,13.826,False
1,2012-04-27,76.94,3.131,5498.61,0.0,0.0,0.0,0.0,208.997,7.534,False
1,2012-05-04,65.29,2.804,0.0,1303.72,1246.12,1307.69,4721.65,156.174,12.152,False
1,2012-05-11,49.47,2.767,5105.38,0.0,342.11,0.0,769.75,180.476,5.803,False
1,2012-05-18,62.07,3.758,4571.77,0.0,0.0,0.0,0.0,126.912,7.595,False
1,2012-05-25,40.84,3.062,1566.45,2230.61,2739.16,0.0,0.0,166.852,7.592,False
1,2012-06-01,66.83,2.609,0.0,0.0,689.59,0.0,858.57,192.421,5.125,False
1,2012-06-08,77.28,3.479,2422.97,0.0,0.0,3962.12,1094.85,225.693,6.376,False
1,2012-06-15,71.3,3.202,0.0,1146.32,0.0,0.0,3078.82,205.872,9.521,False
1,2012-06-22,87.5,2.538,7123.64,0.0,0.0,0.0,0.0,220.759,10.097,False
1,2012-06-29,49.89,3.996,5489.72,0.0,0.0,2417.69,2801.7,192.783,8.573,False
1,2012-07-06,56.56,3.421,0.0,0.0,0.0,0.0,0.0,218.198,9.066,False
1,2012-07-13,57.17,3.03,0.0,0.0,0.0,0.0,0.0,203.401,11.573,False
1,2012-07-20,90.35,3.899,0.0,0.0,0.0,0.0,0.0,201.698,8.708,False
1,2012-07-27,76.79,3.395,0.0,3889.79,0.0,2740.95,5851.37,187.933,10.474,False
1,2012-08-03,99.64,2.64,0.0,0.0,1169.22,0.0,976.05,225.678,9.402,False
1,2012-08-10,48.4,3.478,0.0,0.0,0.0,1541.34,0.0,161.704,8.023,False
1,2012-08-17,89.19,2.978,1701.63,3428.69,2813.22,0.0,0.0,169.987,13.331,False
1,2012-08-24,66.44,2.947,1535.46,0.0,0.0,0.0,0.0,132.257,7.866,False
1,2012-08-31,45.21,3.303,1130.49,0.0,0.0,3401.72,0.0,164.357,13.435,False
1,2012-09-07,68.24,3.303,0.0,0.0,0.0,0.0,0.0,219.464,6.826,True
1,2012-09-14,48.62,3.439,0.0,0.0,0.0,0.0,0.0,226.547,6.491,False
1,2012-09-21,68.37,3.006,0.0,0.0,0.0,0.0,0.0,167.964,13.862,False
1,2012-09-28,80.74,3.616,0.0,845.83,861.67,0.0,0.0,136.69,9.784,False
1,2012-10-05,58.96,3.694,0.0,0.0,0.0,520.05,0.0,201.207,5.132,False
1,2012-10-12,69.29,2.989,0.0,0.0,0.0,0.0,0.0,165.491,9.623,False
1,2012-10-19,70.23,3.933,0.0,680.9,2982.33,0.0,0.0,180.773,11.082,False
1,2012-10-26,85.55,3.544,8608.71,0.0,0.0,0.0,0.0,204.606,6.953,False
1,2012-11-02,74.88,3.737,0.0,0.0,0.0,0.0,0.0,164.19,12.834,False
1,2012-11-09,86.82,2.718,6415.44,2425.58,0.0,0.0,0.0,182.625,13.394,False
2,2010-02-05,71.89,2.958,0.0,0.0,905.13,0.0,0.0,152.7,8.777,False
2,2010-02-12,73.29,3.862,0.0,0.0,0.0,2922.54,0.0,181.711,5.667,True
2,2010-02-19,82.19,3.72,0.0,0.0,1350.46,0.0,0.0,220.635,8.581,False
2,2010-02-26,66.98,3.704,5616.76,0.0,1965.47,2948.1,0.0,197.039,13.893,False
2,2010-03-05,45.5,3.133,9465.57,0.0,0.0,0.0,1387.47,210.408,6.915,False
2,2010-03-12,64.86,3.292,0.0,0.0,0.0,0.0,0.0,193.019,10.009,False
2,2010-03-19,46.33,2.998,0.0,4180.75,1208.51,0.0,2507.29,170.969,10.775,False
2,2010-03-26,84.25,2.684,3315.97,0.0,2104.01,1827.87,0.0,199.596,9.597,False
2,2010-04-02,96.69,3.83,0.0,0.0,0.0,0.0,0.0,220.153,7.86,False
2,2010-04-09,74.05,2.723,0.0,0.0,0.0,0.0,0.0,130.548,7.642,False
2,2010-04-16,87.24,3.226,9566.43,0.0,2233.56,0.0,0.0,187.237,9.691,False
2,2010-04-23,61.38,3.824,0.0,0.0,1753.3,0.0,0.0,214.962,10.441,False
2,2010-04-30,73.21,2.783,0.0,0.0,0.0,2501.2,0.0,190.265,6.505,False
2,2010-05-07,81.09,3.004,0.0,0.0,0.0,3804.77,0.0,165.312,12.467,False
2,2010-05-14,69.69,3.731,0.0,0.0,0.0,0.0,0.0,164.494,7.423,False
2,2010-05-21,77.82,3.776,0.0,0.0,0.0,0.0,0.0,170.337,10.093,False
2,2010-05-28,95.85,2.963,0.0,0.0,0.0,0.0,0.0,131.231,5.683,False
2,2010-06-04,47.11,3.872,1550.52,0.0,500.7,0.0,0.0,225.271,11.343,False
2,2010-06-11,46.66,3.08,0.0,0.0,1926.2,0.0,0.0,133.831,12.11,False
2,2010-06-18,75.12,3.234,7060.09,0.0,0.0,0.0,0.0,219.176,7.518,False
2,2010-06-25,79.53,3.783,0.0,3916.71,0.0,2110.14,0.0,143.633,8.008,False
2,2010-07-02,63.49,3.156,7050.71,0.0,0.0,0.0,0.0,153.13,8.131,False
2,2010-07-09,83.38,3.32,0.0,0.0,0.0,0.0,0.0,138.337,13.405,False
2,2010-07-16,90.69,2.711,1510.55,0.0,0.0,0.0,5048.93,155.518,13.655,False
2,2010-07-23,49.31,2.968,0.0,0.0,0.0,0.0,0.0,222.6,10.401,False
2,2010-07-30,48.84,2.51,0.0,0.0,0.0,1617.76,0.0,162.139,8.189,False
2,2010-08-06,58.58,3.646,7207.36,709.84,0.0,0.0,0.0,220.902,7.76,False
2,2010-08-13,53.5,3.595,0.0,0.0,767.58,0.0,0.0,191.574,9.346,False
2,2010-08-20,78.65,3.404,0.0,2250.64,0.0,3713.97,0.0,180.982,7.036,False
2,2010-08-27,57.88,2.651,0.0,0.0,0.0,0.0,0.0,138.755,7.172,False
2,2010-09-03,43.58,2.98,0.0,0.0,0.0,0.0,1082.8,170.888,8.691,False
2,2010-09-10,77.55,2.622,0.0,772.37,0.0,0.0,5576.33,131.901,10.834,True
2,2010-09-17,94.8,3.172,0.0,0.0,0.0,0.0,4208.2,181.212,6.101,False
2,2010-09-24,80.31,2.707,5567.92,1004.04,0.0,0.0,5991.45,132.284,7.347,False
2,2010-10-01,84.69,2.69,0.0,0.0,0.0,2261.81,1795.13,142.432,7.285,False
2,2010-10-08,49.42,2.675,8910.81,0.0,0.0,0.0,0.0,213.063,13.865,False
2,2010-10-15,80.68,3.896,0.0,0.0,0.0,1706.5,0.0,132.881,9.572,False
2,2010-10-22,87.38,3.293,0.0,4824.05,0.0,0.0,907.88,200.883,6.35,False
2,2010-10-29,86.71,3.039,0.0,0.0,0.0,0.0,1650.76,137.48,11.482,False
2,2010-11-05,75.61,3.573,0.0,4691.76,0.0,0.0,4730.8,152.151,6.999,False
2,2010-11-12,81.88,2.931,0.0,0.0,0.0,0.0,0.0,214.852,5.219,False
2,2010-11-19,73.43,3.076,0.0,1442.38,0.0,0.0,0.0,130.714,6.669,False
2,2010-11-26,63.27,3.041,0.0,0.0,0.0,0.0,2036.27,218.306,13.757,True
2,2010-12-03,69.1,3.377,0.0,0.0,0.0,0.0,0.0,155.735,7.909,False
2,2010-12-10,48.45,3.47,8154.95,0.0,0.0,2721.08,0.0,155.966,5.55,False
2,2010-12-17,48.36,2.936,0.0,4997.43,0.0,0.0,0.0,185.271,11.5,False
2,2010-12-24,49.25,3.05,0.0,0.0,1768.79,0.0,0.0,183.404,6.804,False
2,2010-12-31,57.1,2.853,0.0,0.0,0.0,0.0,0.0,188.905,12.78,True
2,2011-01-07,45.58,3.7,0.0,0.0,0.0,0.0,0.0,194.001,9.397,False
2,2011-01-14,85.2,2.786,0.0,0.0,0.0,0.0,4377.52,212.414,11.417,False
2,2011-01-21,44.64,3.41,0.0,0.0,0.0,0.0,5725.95,208.323,7.402,False
2,2011-01-28,73.64,3.089,0.0,0.0,0.0,0.0,0.0,129.59,8.462,False
2,2011-02-04,76.25,3.772,7459.93,623.3,0.0,1862.46,3097.14,155.928,13.431,False
2,2011-02-11,87.68,3.474,0.0,2527.05,0.0,0.0,0.0,195.212,6.801,True
2,2011-02-18,53.61,3.362,0.0,0.0,0.0,0.0,2581.63,161.387,8.664,False
2,2011-02-25,51.02,3.967,0.0,0.0,0.0,1638.86,0.0,192.564,13.645,False
2,2011-03-04,89.33,2.71,0.0,855.24,0.0,2933.3,0.0,203.148,12.901,False
2,2011-03-11,79.91,3.444,0.0,2251.21,0.0,0.0,0.0,220.754,13.951,False
2,2011-03-18,40.01,3.975,1907.84,0.0,0.0,0.0,0.0,170.265,8.355,False
2,2011-03-25,68.83,3.047,0.0,0.0,917.87,1125.64,5501.55,190.665,6.034,False
2,2011-04-01,43.51,3.896,0.0,0.0,0.0,0.0,0.0,157.735,8.178,False
2,2011-04-08,88.23,3.402,0.0,0.0,0.0,0.0,0.0,149.366,13.803,False
2,2011-04-15,73.1,3.274,9514.67,0.0,0.0,0.0,5482.7,162.731,13.437,False
2,2011-04-22,68.76,2.53,0.0,0.0,1903.13,0.0,0.0,140.951,8.474,False
2,2011-04-29,79.23,3.305,7112.93,0.0,0.0,0.0,2624.14,144.3,5.421,False
2,2011-05-06,84.69,2.687,0.0,0.0,0.0,0.0,0.0,219.298,5.677,False
2,2011-05-13,84.96,3.242,0.0,0.0,0.0,0.0,3586.69,181.351,11.153,False
2,2011-05-20,45.02,3.894,5680.99,0.0,0.0,0.0,0.0,210.936,6.3,False
2,2011-05-27,84.0,2.939,0.0,0.0,775.39,0.0,2815.76,185.751,9.027,False
2,2011-06-03,74.3,2.7,0.0,4145.48,0.0,1886.31,0.0,207.281,6.569,False
2,2011-06-10,73.28,3.695,0.0,0.0,0.0,1152.52,0.0,182.28,7.218,False
2,2011-06-17,52.53,3.629,1115.1,3130.77,0.0,0.0,0.0,180.238,12.615,False
2,2011-06-24,41.9,2.999,0.0,0.0,0.0,0.0,0.0,216.627,13.421,False
2,2011-07-01,95.3,3.727,0.0,770.86,0.0,0.0,0.0,150.975,8.112,False
2,2011-07-08,98.87,3.673,0.0,0.0,0.0,2643.72,1286.21,135.074,5.316,False
2,2011-07-15,91.88,2.97,0.0,0.0,0.0,1360.21,0.0,131.685,10.987,False
2,2011-07-22,69.99,2.915,0.0,0.0,0.0,0.0,0.0,162.388,7.162,False
2,2011-07-29,93.73,3.075,0.0,0.0,0.0,0.0,5059.46,199.555,10.328,False
2,2011-08-05,85.6,2.79,0.0,0.0,0.0,0.0,0.0,179.148,11.436,False
2,2011-08-12,73.4,3.717,0.0,2150.91,0.0,0.0,5426.76,137.925,13.637,False
2,2011-08-19,42.55,3.71,0.0,0.0,0.0,0.0,0.0,177.263,9.852,False
2,2011-08-26,83.48,3.186,0.0,0.0,0.0,3625.09,0.0,176.734,12.721,False
2,2011-09-02,69.24,3.223,0.0,4676.23,0.0,515.43,0.0,220.61,7.179,False
2,2011-09-09,61.93,3.601,0.0,0.0,0.0,3653.14,2037.08,222.158,6.013,True
2,2011-09-16,79.18,3.327,0.0,2179.72,0.0,0.0,800.81,144.811,9.349,False
2,2011-09-23,51.31,3.556,0.0,0.0,0.0,1692.87,0.0,182.72,13.691,False
2,2011-09-30,46.01,3.311,0.0,0.0,0.0,0.0,0.0,159.864,13.718,False
2,2011-10-07,42.99,2.594,0.0,0.0,0.0,0.0,0.0,203.256,9.502,False
2,2011-10-14,53.22,3.723,0.0,0.0,0.0,0.0,0.0,141.551,13.232,False
2,2011-10-21,47.99,3.805,0.0,2393.52,708.05,0.0,0.0,143.275,13.568,False
2,2011-10-28,58.95,3.657,0.0,0.0,2791.57,0.0,0.0,153.968,13.701,False
2,2011-11-04,93.52,2.821,2053.24,0.0,0.0,0.0,0.0,143.232,9.359,False
2,2011-11-11,67.79,3.284,0.0,0.0,794.19,0.0,0.0,174.112,8.283,False
2,2011-11-18,60.8,3.393,0.0,0.0,0.0,0.0,4114.25,144.048,7.793,False
2,2011-11-25,62.49,3.472,9517.7,4198.11,0.0,0.0,0.0,141.471,10.893,True
2,2011-12-02,48.56,3.089,0.0,4272.82,1097.14,0.0,0.0,179.29,9.229,False
2,2011-12-09,86.56,2.741,0.0,0.0,1245.67,0.0,0.0,146.472,8.651,False
2,2011-12-16,51.99,3.366,7410.92,0.0,0.0,0.0,0.0,142.187,7.894,False
2,2011-12-23,84.61,3.073,0.0,0.0,0.0,0.0,0.0,218.84,10.76,False
2,2011-12-30,52.11,2.637,0.0,0.0,0.0,0.0,0.0,161.518,13.921,True
2,2012-01-06,54.64,3.809,0.0,0.0,0.0,0.0,4804.58,217.097,9.32,False
2,2012-01-13,76.01,3.478,0.0,0.0,960.21,0.0,0.0,204.105,10.073,False
2,2012-01-20,90.89,2.932,0.0,1968.47,0.0,0.0,0.0,203.948,6.624,False
2,2012-01-27,95.7,2.725,0.0,0.0,0.0,0.0,0.0,151.985,9.918,False
2,2012-02-03,91.62,2.646,0.0,0.0,0.0,0.0,3617.27,161.289,7.82,False
2,2012-02-10,46.96,2.6,0.0,0.0,0.0,0.0,0.0,128.026,8.397,True
2,2012-02-17,46.69,3.666,0.0,0.0,0.0,0.0,0.0,195.397,5.217,False
2,2012-02-24,86.6,2.817,6907.68,0.0,299.84,0.0,0.0,183.996,9.582,False
2,2012-03-02,57.48,2.947,3008.85,0.0,0.0,0.0,0.0,223.754,13.401,False
2,2012-03-09,45.08,3.741,5395.36,0.0,0.0,0.0,0.0,186.93,5.037,False
2,2012-03-16,58.67,2.532,0.0,0.0,0.0,3060.54,0.0,168.057,10.351,False
2,2012-03-23,91.03,2.881,0.0,0.0,0.0,0.0,0.0,142.925,13.441,False
2,2012-03-30,98.81,3.885,0.0,0.0,0.0,0.0,4101.02,209.738,13.712,False
2,2012-04-06,42.39,3.354,0.0,0.0,0.0,0.0,2109.02,131.648,10.601,False
2,2012-04-13,64.9,3.289,0.0,4661.15,0.0,0.0,0.0,156.489,5.853,False
2,2012-04-20,47.58,2.771,0.0,0.0,0.0,0.0,0.0,221.177,6.198,False
2,2012-04-27,99.95,3.153,0.0,2095.13,0.0,712.77,0.0,185.161,6.391,False
2,2012-05-04,70.92,2.892,0.0,1227.48,0.0,0.0,0.0,130.882,8.595,False
2,2012-05-11,47.44,3.679,0.0,0.0,0.0,0.0,3305.12,152.629,10.747,False
2,2012-05-18,89.71,2.95,0.0,0.0,0.0,0.0,4826.7,162.462,11.616,False
2,2012-05-25,95.17,3.058,0.0,0.0,0.0,0.0,0.0,224.913,12.931,False
2,2012-06-01,67.81,3.915,0.0,0.0,2601.43,0.0,0.0,141.01,11.521,False
2,2012-06-08,61.21,3.234,0.0,0.0,0.0,0.0,0.0,148.379,11.955,False
2,2012-06-15,43.63,3.558,4410.46,0.0,1565.62,0.0,0.0,196.781,12.2,False
2,2012-06-22,92.81,3.903,0.0,0.0,0.0,0.0,0.0,205.572,13.307,False
2,2012-06-29,97.82,2.514,0.0,1462.36,0.0,0.0,0.0,216.802,7.847,False
2,2012-07-06,99.81,2.948,7496.47,4586.14,1158.43,0.0,1379.35,130.954,12.36,False
2,2012-07-13,76.09,3.934,0.0,0.0,0.0,0.0,0.0,218.98,11.149,False
2,2012-07-20,46.73,2.643,4677.67,0.0,0.0,0.0,0.0,219.208,9.214,False
2,2012-07-27,56.64,3.764,0.0,0.0,0.0,0.0,0.0,155.527,12.978,False
2,2012-08-03,48.26,3.907,0.0,0.0,0.0,2472.33,0.0,145.057,13.704,False
2,2012-08-10,74.96,3.802,0.0,0.0,697.55,2207.16,0.0,226.887,13.726,False
2,2012-08-17,65.25,3.273,0.0,0.0,0.0,2234.73,0.0,212.652,13.916,False
2,2012-08-24,64.91,3.715,0.0,0.0,0.0,3829.22,0.0,134.203,5.165,False
2,2012-08-31,65.68,2.91,0.0,0.0,2628.38,0.0,0.0,164.148,5.746,False
2,2012-09-07,40.2,3.941,0.0,733.52,0.0,3705.5,0.0,157.84,13.287,True
2,2012-09-14,87.2,3.381,0.0,0.0,0.0,0.0,0.0,199.855,12.224,False
2,2012-09-21,46.97,2.781,7124.23,0.0,0.0,3416.67,1968.54,139.236,8.559,False
2,2012-09-28,93.05,3.138,2144.02,815.41,0.0,0.0,0.0,215.409,8.405,False
2,2012-10-05,94.14,2.555,0.0,815.84,0.0,0.0,0.0,153.661,10.994,False
2,2012-10-12,42.11,2.502,1228.22,3415.66,0.0,0.0,0.0,139.337,6.971,False
2,2012-10-19,80.74,3.421,0.0,0.0,0.0,0.0,0.0,192.04,5.828,False
2,2012-10-26,45.39,3.711,0.0,0.0,0.0,1878.78,0.0,224.998,12.419,False
