Store,Dept,Date,Weekly_Sales,IsHoliday
1,2,2011-12-02,26324.27,False
1,2,2011-12-09,29691.4,False
1,2,2011-12-16,26033.56,False
1,2,2011-12-23,27540.73,False
1,2,2011-12-30,34702.55,True
1,2,2012-01-06,23776.82,False
1,2,2012-01-13,20101.44,False
1,2,2012-01-20,21641.64,False
1,2,2012-01-27,21391.8,False
1,2,2012-02-03,24235.63,False
1,2,2012-02-10,35020.71,True
1,2,2012-02-17,26400.7,False
1,2,2012-02-24,22992.71,False
1,2,2012-03-02,30070.99,False
1,2,2012-03-09,32769.96,False
1,2,2012-03-16,30327.83,False
1,2,2012-03-23,24608.87,False
1,2,2012-03-30,26928.73,False
1,2,2012-04-06,31837.58,False
1,2,2012-04-13,27271.13,False
1,2,2012-04-20,29934.09,False
1,2,2012-04-27,30699.13,False
1,2,2012-05-04,25936.6,False
1,2,2012-05-11,27880.55,False
1,2,2012-05-18,20749.9,False
1,2,2012-05-25,25718.18,False
1,2,2012-06-01,25055.5,False
1,2,2012-06-08,23019.51,False
1,2,2012-06-15,28911.75,False
1,2,2012-06-22,22646.45,False
1,2,2012-06-29,24671.97,False
1,2,2012-07-06,22469.27,False
1,2,2012-07-13,24800.63,False
1,2,2012-07-20,19682.39,False
1,2,2012-07-27,24305.89,False
1,2,2012-08-03,18916.66,False
1,2,2012-08-10,17417.06,False
1,2,2012-08-17,19599.93,False
1,2,2012-08-24,19202.19,False
1,2,2012-08-31,17993.61,False
1,2,2012-09-07,19861.61,True
1,2,2012-09-14,15952.07,False
1,2,2012-09-21,16608.91,False
1,2,2012-09-28,17331.3,False
1,2,2012-10-05,17540.68,False
1,2,2012-10-12,14024.29,False
1,2,2012-10-19,18221.86,False
1,2,2012-10-26,13134.84,False
1,2,2012-11-02,25046.24,False
1,2,2012-11-09,26547.41,False
1,3,2010-02-05,74665.05,False
1,3,2010-02-12,94774.19,True
1,3,2010-02-19,83188.53,False
1,3,2010-02-26,74801.18,False
1,3,2010-03-05,80869.81,False
1,3,2010-03-12,82685.96,False
1,3,2010-03-19,91588.08,False
1,3,2010-03-26,94996.01,False
1,3,2010-04-02,90364.92,False
1,3,2010-04-09,91905.66,False
1,3,2010-04-16,83397.4,False
1,3,2010-04-23,93981.34,False
1,3,2010-04-30,91697.86,False
1,3,2010-05-07,80271.4,False
1,3,2010-05-14,72934.94,False
1,3,2010-05-21,76796.05,False
1,3,2010-05-28,80550.04,False
1,3,2010-06-04,84909.77,False
1,3,2010-06-11,87339.37,False
1,3,2010-06-18,74956.63,False
1,3,2010-06-25,75153.04,False
1,3,2010-07-02,68968.92,False
1,3,2010-07-09,67620.65,False
1,3,2010-07-16,72586.15,False
1,3,2010-07-23,64727.49,False
1,3,2010-07-30,72684.55,False
1,3,2010-08-06,56322.82,False
1,3,2010-08-13,61344.69,False
1,3,2010-08-20,56176.67,False
1,3,2010-08-27,54605.36,False
1,3,2010-09-03,57653.54,False
1,3,2010-09-10,65117.91,True
1,3,2010-09-17,42834.99,False
1,3,2010-09-24,48216.47,False
1,3,2010-10-01,51846.82,False
1,3,2010-10-08,42761.44,False
1,3,2010-10-15,50204.04,False
1,3,2010-10-22,49812.03,False
1,3,2010-10-29,44643.58,False
1,3,2010-11-05,76971.37,False
1,3,2010-11-12,64146.9,False
1,3,2010-11-19,87935.2,False
1,3,2010-11-26,90145.27,True
1,3,2010-12-03,89873.92,False
1,3,2010-12-10,88590.56,False
1,3,2010-12-17,93616.92,False
1,3,2010-12-24,81516.58,False
1,3,2010-12-31,102984.82,True
1,3,2011-01-07,70576.66,False
1,3,2011-01-14,72270.57,False
1,3,2011-01-21,73793.6,False
1,3,2011-01-28,64975.04,False
1,3,2011-02-04,73560.04,False
1,3,2011-02-11,103369.72,True
1,3,2011-02-18,65027.71,False
1,3,2011-02-25,87446.1,False
1,3,2011-03-04,83047.93,False
1,3,2011-03-11,85075.24,False
1,3,2011-03-18,80460.58,False
1,3,2011-03-25,84778.17,False
1,3,2011-04-01,96752.17,False
1,3,2011-04-08,93237.38,False
1,3,2011-04-15,91282.98,False
1,3,2011-04-22,88445.9,False
1,3,2011-04-29,77665.06,False
1,3,2011-05-06,79359.0,False
1,3,2011-05-13,82769.62,False
1,3,2011-05-20,88222.4,False
1,3,2011-05-27,85580.54,False
1,3,2011-06-03,83800.8,False
1,3,2011-06-10,80631.88,False
1,3,2011-06-17,78026.05,False
1,3,2011-06-24,91832.25,False
1,3,2011-07-01,69750.42,False
1,3,2011-07-08,65220.62,False
1,3,2011-07-15,77607.01,False
1,3,2011-07-22,74042.51,False
1,3,2011-07-29,77369.87,False
1,3,2011-08-05,56912.16,False
1,3,2011-08-12,61906.67,False
1,3,2011-08-19,50747.74,False
1,3,2011-08-26,61023.28,False
1,3,2011-09-02,49372.76,False
1,3,2011-09-09,53499.68,True
1,3,2011-09-16,54134.41,False
1,3,2011-09-23,42762.64,False
1,3,2011-09-30,42352.31,False
1,3,2011-10-07,48659.78,False
1,3,2011-10-14,49449.96,False
1,3,2011-10-21,50960.07,False
1,3,2011-10-28,50095.41,False
1,3,2011-11-04,86124.96,False
1,3,2011-11-11,81340.64,False
1,3,2011-11-18,76210.47,False
1,3,2011-11-25,91886.53,True
1,3,2011-12-02,82537.21,False
1,3,2011-12-09,86439.86,False
1,3,2011-12-16,77030.64,False
1,3,2011-12-23,86746.86,False
1,3,2011-12-30,100631.99,True
1,3,2012-01-06,69044.65,False
1,3,2012-01-13,69061.34,False
1,3,2012-01-20,54301.99,False
1,3,2012-01-27,62684.05,False
1,3,2012-02-03,77013.12,False
1,3,2012-02-10,92812.1,True
1,3,2012-02-17,79300.38,False
1,3,2012-02-24,79567.37,False
1,3,2012-03-02,95429.59,False
1,3,2012-03-09,87233.69,False
1,3,2012-03-16,82975.09,False
1,3,2012-03-23,74218.67,False
1,3,2012-03-30,75788.26,False
1,3,2012-04-06,91583.72,False
1,3,2012-04-13,95271.91,False
1,3,2012-04-20,98650.75,False
1,3,2012-04-27,82004.96,False
1,3,2012-05-04,83037.45,False
1,3,2012-05-11,86756.24,False
1,3,2012-05-18,99046.04,False
1,3,2012-05-25,85888.35,False
1,3,2012-06-01,87329.45,False
1,3,2012-06-08,78744.65,False
1,3,2012-06-15,84855.74,False
1,3,2012-06-22,84068.51,False
1,3,2012-06-29,78720.5,False
1,3,2012-07-06,62040.45,False
1,3,2012-07-13,66100.71,False
1,3,2012-07-20,75602.4,False
1,3,2012-07-27,72299.12,False
1,3,2012-08-03,55429.68,False
1,3,2012-08-10,55849.28,False
1,3,2012-08-17,49470.57,False
1,3,2012-08-24,64056.67,False
1,3,2012-08-31,61492.1,False
1,3,2012-09-07,59346.42,True
1,3,2012-09-14,50804.3,False
1,3,2012-09-21,41319.59,False
1,3,2012-09-28,48056.7,False
1,3,2012-10-05,52336.82,False
1,3,2012-10-12,51001.78,False
1,3,2012-10-19,48539.57,False
1,3,2012-10-26,47232.82,False
1,3,2012-11-02,81933.2,False
1,3,2012-11-09,75291.79,False
1,4,2010-02-05,68525.39,False
1,4,2010-02-12,79173.96,True
1,4,2010-02-19,78489.74,False
1,4,2010-02-26,70803.54,False
1,4,2010-03-05,91241.35,False
1,4,2010-03-12,89141.61,False
1,4,2010-03-19,80090.14,False
1,4,2010-03-26,83041.62,False
1,4,2010-04-02,81792.17,False
1,4,2010-04-09,88916.56,False
1,4,2010-04-16,96193.15,False
1,4,2010-04-23,82317.54,False
1,4,2010-04-30,92968.18,False
1,4,2010-05-07,82928.06,False
1,4,2010-05-14,81108.63,False
1,4,2010-05-21,85860.24,False
1,4,2010-05-28,79429.46,False
1,4,2010-06-04,75551.93,False
1,4,2010-06-11,71477.66,False
1,4,2010-06-18,91478.81,False
1,4,2010-06-25,79276.38,False
1,4,2010-07-02,64894.01,False
1,4,2010-07-09,69918.81,False
1,4,2010-07-16,68124.32,False
1,4,2010-07-23,67526.86,False
1,4,2010-07-30,72119.58,False
1,4,2010-08-06,61971.68,False
1,4,2010-08-13,55950.94,False
1,4,2010-08-20,55739.11,False
1,4,2010-08-27,57145.03,False
1,4,2010-09-03,41512.17,False
1,4,2010-09-10,53657.55,True
1,4,2010-09-17,56446.32,False
1,4,2010-09-24,57578.33,False
1,4,2010-10-01,47160.76,False
1,4,2010-10-08,50338.92,False
1,4,2010-10-15,49317.61,False
1,4,2010-10-22,59971.76,False
1,4,2010-10-29,52429.3,False
1,4,2010-11-05,77577.08,False
1,4,2010-11-12,72387.61,False
1,4,2010-11-19,68306.21,False
1,4,2010-11-26,95585.94,True
1,4,2010-12-03,80728.26,False
1,4,2010-12-10,76150.7,False
1,4,2010-12-17,81482.89,False
1,4,2010-12-24,78492.78,False
1,4,2010-12-31,117030.39,True
1,4,2011-01-07,73590.51,False
1,4,2011-01-14,68698.21,False
1,4,2011-01-21,76880.8,False
1,4,2011-01-28,69167.53,False
1,4,2011-02-04,73606.37,False
1,4,2011-02-11,106423.21,True
1,4,2011-02-18,82461.57,False
1,4,2011-02-25,72493.54,False
1,4,2011-03-04,85283.07,False
1,4,2011-03-11,80535.35,False
1,4,2011-03-18,77021.53,False
1,4,2011-03-25,93018.45,False
1,4,2011-04-01,103015.42,False
1,4,2011-04-08,79366.07,False
1,4,2011-04-15,93389.43,False
1,4,2011-04-22,84713.11,False
1,4,2011-04-29,85882.12,False
1,4,2011-05-06,82497.57,False
1,4,2011-05-13,80615.91,False
1,4,2011-05-20,86937.93,False
1,4,2011-05-27,80844.82,False
1,4,2011-06-03,80763.8,False
1,4,2011-06-10,78735.64,False
1,4,2011-06-17,77542.19,False
1,4,2011-06-24,73313.68,False
1,4,2011-07-01,65570.18,False
1,4,2011-07-08,72896.22,False
1,4,2011-07-15,71496.78,False
1,4,2011-07-22,63366.12,False
1,4,2011-07-29,69288.32,False
1,4,2011-08-05,61943.07,False
1,4,2011-08-12,50627.18,False
1,4,2011-08-19,60970.66,False
1,4,2011-08-26,55333.34,False
1,4,2011-09-02,53205.01,False
1,4,2011-09-09,57330.52,True
1,4,2011-09-16,43535.41,False
1,4,2011-09-23,44257.29,False
1,4,2011-09-30,51078.08,False
1,4,2011-10-07,49119.25,False
1,4,2011-10-14,44638.22,False
1,4,2011-10-21,50577.73,False
1,4,2011-10-28,41723.32,False
1,4,2011-11-04,77964.82,False
1,4,2011-11-11,70785.69,False
1,4,2011-11-18,74291.93,False
1,4,2011-11-25,94411.64,True
1,4,2011-12-02,80012.91,False
1,4,2011-12-09,83284.05,False
1,4,2011-12-16,92845.03,False
1,4,2011-12-23,81961.89,False
1,4,2011-12-30,110006.74,True
1,4,2012-01-06,62529.38,False
1,4,2012-01-13,71655.64,False
1,4,2012-01-20,76669.76,False
1,4,2012-01-27,55149.58,False
1,4,2012-02-03,74013.58,False
1,4,2012-02-10,99243.5,True
1,4,2012-02-17,77769.25,False
1,4,2012-02-24,81400.59,False
1,4,2012-03-02,82417.27,False
1,4,2012-03-09,87201.67,False
1,4,2012-03-16,85523.21,False
1,4,2012-03-23,94692.32,False
1,4,2012-03-30,88364.42,False
1,4,2012-04-06,91778.25,False
1,4,2012-04-13,86420.09,False
1,4,2012-04-20,85878.69,False
1,4,2012-04-27,86272.23,False
1,4,2012-05-04,89334.58,False
1,4,2012-05-11,83685.12,False
1,4,2012-05-18,88609.36,False
1,4,2012-05-25,100980.43,False
1,4,2012-06-01,84562.59,False
1,4,2012-06-08,76991.5,False
1,4,2012-06-15,86650.16,False
1,4,2012-06-22,76472.58,False
1,4,2012-06-29,66163.71,False
1,4,2012-07-06,63198.22,False
1,4,2012-07-13,58453.89,False
1,4,2012-07-20,66808.95,False
1,4,2012-07-27,68843.34,False
1,4,2012-08-03,66267.18,False
1,4,2012-08-10,59958.95,False
1,4,2012-08-17,57406.57,False
1,4,2012-08-24,62307.77,False
1,4,2012-08-31,48094.88,False
1,4,2012-09-07,62209.72,True
1,4,2012-09-14,54020.22,False
1,4,2012-09-21,44863.63,False
1,4,2012-09-28,55538.09,False
1,4,2012-10-05,49422.5,False
1,4,2012-10-12,46520.76,False
1,4,2012-10-19,50555.37,False
1,4,2012-10-26,56860.59,False
1,4,2012-11-02,79519.53,False
1,4,2012-11-09,79935.59,False
1,5,2010-02-05,17376.54,False
1,5,2010-02-12,21353.36,True
1,5,2010-02-19,21338.39,False
1,5,2010-02-26,19651.19,False
1,5,2010-03-05,20276.9,False
1,5,2010-03-12,22240.22,False
1,5,2010-03-19,23004.14,False
1,5,2010-03-26,20114.87,False
1,5,2010-04-02,20786.27,False
1,5,2010-04-09,20570.64,False
1,5,2010-04-16,23181.7,False
1,5,2010-04-23,23198.42,False
1,5,2010-04-30,23908.38,False
1,5,2010-05-07,22539.66,False
1,5,2010-05-14,18133.34,False
1,5,2010-05-21,21325.57,False
1,5,2010-05-28,19090.81,False
1,5,2010-06-04,18257.62,False
1,5,2010-06-11,19298.68,False
1,5,2010-06-18,20311.5,False
1,5,2010-06-25,17681.99,False
1,5,2010-07-02,13476.56,False
1,5,2010-07-09,16794.62,False
1,5,2010-07-16,20056.77,False
1,5,2010-07-23,16286.86,False
1,5,2010-07-30,16617.65,False
1,5,2010-08-06,16078.51,False
1,5,2010-08-13,14736.71,False
1,5,2010-08-20,14316.33,False
1,5,2010-08-27,14569.91,False
1,5,2010-09-03,12499.59,False
1,5,2010-09-10,13364.3,True
1,5,2010-09-17,10939.19,False
1,5,2010-09-24,14104.0,False
1,5,2010-10-01,11759.34,False
1,5,2010-10-08,11681.66,False
1,5,2010-10-15,11505.21,False
1,5,2010-10-22,12313.0,False
1,5,2010-10-29,13942.51,False
1,5,2010-11-05,19667.71,False
1,5,2010-11-12,17988.39,False
1,5,2010-11-19,18675.02,False
1,5,2010-11-26,24592.57,True
1,5,2010-12-03,19729.54,False
1,5,2010-12-10,22105.33,False
1,5,2010-12-17,16852.3,False
1,5,2010-12-24,20313.82,False
1,5,2010-12-31,26081.18,True
1,5,2011-01-07,18237.72,False
1,5,2011-01-14,15471.5,False
1,5,2011-01-21,14565.19,False
1,5,2011-01-28,16210.19,False
1,5,2011-02-04,17324.71,False
1,5,2011-02-11,22574.22,True
1,5,2011-02-18,19028.71,False
1,5,2011-02-25,17029.65,False
1,5,2011-03-04,22199.01,False
1,5,2011-03-11,20594.45,False
1,5,2011-03-18,22659.56,False
1,5,2011-03-25,17778.47,False
1,5,2011-04-01,19770.8,False
1,5,2011-04-08,22411.76,False
1,5,2011-04-15,20146.28,False
1,5,2011-04-22,21238.88,False
1,5,2011-04-29,21523.38,False
1,5,2011-05-06,21120.82,False
1,5,2011-05-13,19726.22,False
1,5,2011-05-20,21105.86,False
1,5,2011-05-27,19551.06,False
1,5,2011-06-03,20065.85,False
1,5,2011-06-10,18863.93,False
1,5,2011-06-17,19274.98,False
1,5,2011-06-24,22953.12,False
1,5,2011-07-01,15089.22,False
1,5,2011-07-08,18394.61,False
1,5,2011-07-15,13033.36,False
1,5,2011-07-22,13802.83,False
1,5,2011-07-29,14912.36,False
1,5,2011-08-05,12746.56,False
1,5,2011-08-12,14301.51,False
1,5,2011-08-19,14398.49,False
1,5,2011-08-26,13785.32,False
1,5,2011-09-02,12107.34,False
1,5,2011-09-09,15325.99,True
1,5,2011-09-16,13071.11,False
1,5,2011-09-23,10953.81,False
1,5,2011-09-30,11899.49,False
1,5,2011-10-07,11524.34,False
1,5,2011-10-14,12038.8,False
1,5,2011-10-21,10872.52,False
1,5,2011-10-28,11506.14,False
1,5,2011-11-04,18921.75,False
1,5,2011-11-11,17812.64,False
1,5,2011-11-18,17776.63,False
1,5,2011-11-25,22830.71,True
1,5,2011-12-02,20478.6,False
1,5,2011-12-09,21522.96,False
1,5,2011-12-16,18950.67,False
1,5,2011-12-23,20113.83,False
1,5,2011-12-30,24377.9,True
1,5,2012-01-06,17633.43,False
1,5,2012-01-13,15309.99,False
1,5,2012-01-20,16866.3,False
1,5,2012-01-27,16890.28,False
1,5,2012-02-03,21546.49,False
1,5,2012-02-10,21005.93,True
1,5,2012-02-17,18037.81,False
1,5,2012-02-24,17611.15,False
1,5,2012-03-02,18070.67,False
1,5,2012-03-09,23801.22,False
1,5,2012-03-16,18785.27,False
1,5,2012-03-23,19494.73,False
1,5,2012-03-30,23052.18,False
1,5,2012-04-06,18503.72,False
1,5,2012-04-13,22824.44,False
1,5,2012-04-20,19089.26,False
1,5,2012-04-27,23668.7,False
1,5,2012-05-04,17236.24,False
1,5,2012-05-11,17931.03,False
1,5,2012-05-18,19947.54,False
1,5,2012-05-25,22478.29,False
1,5,2012-06-01,18991.69,False
1,5,2012-06-08,18527.51,False
1,5,2012-06-15,21089.02,False
1,5,2012-06-22,22321.51,False
1,5,2012-06-29,20062.77,False
1,5,2012-07-06,15730.58,False
1,5,2012-07-13,16001.71,False
1,5,2012-07-20,14849.04,False
1,5,2012-07-27,16689.04,False
1,5,2012-08-03,12237.63,False
1,5,2012-08-10,14693.46,False
1,5,2012-08-17,16330.02,False
1,5,2012-08-24,14880.04,False
1,5,2012-08-31,13544.03,False
1,5,2012-09-07,15325.02,True
1,5,2012-09-14,13842.94,False
1,5,2012-09-21,13793.89,False
1,5,2012-09-28,11270.24,False
1,5,2012-10-05,12061.96,False
1,5,2012-10-12,11442.28,False
1,5,2012-10-19,12336.66,False
1,5,2012-10-26,11944.51,False
1,5,2012-11-02,15297.92,False
1,5,2012-11-09,18350.93,False
1,6,2010-02-05,52570.38,False
1,6,2010-02-12,59060.12,True
1,6,2010-02-19,45924.98,False
1,6,2010-02-26,47926.31,False
1,6,2010-03-05,50559.45,False
1,6,2010-03-12,52263.81,False
1,6,2010-03-19,61468.0,False
1,6,2010-03-26,52383.88,False
1,6,2010-04-02,70817.32,False
1,6,2010-04-09,60806.81,False
1,6,2010-04-16,59363.16,False
1,6,2010-04-23,54481.17,False
1,6,2010-04-30,61775.5,False
1,6,2010-05-07,54078.95,False
1,6,2010-05-14,57242.89,False
1,6,2010-05-21,68299.96,False
1,6,2010-05-28,56253.91,False
1,6,2010-06-04,56506.21,False
1,6,2010-06-11,48837.31,False
1,6,2010-06-18,51603.52,False
1,6,2010-06-25,59079.25,False
1,6,2010-07-02,42741.57,False
1,6,2010-07-09,51523.19,False
1,6,2010-07-16,47546.41,False
1,6,2010-07-23,42973.77,False
1,6,2010-07-30,47275.18,False
1,6,2010-08-06,41224.72,False
1,6,2010-08-13,40151.47,False
1,6,2010-08-20,33444.06,False
1,6,2010-08-27,36023.83,False
1,6,2010-09-03,32648.07,False
1,6,2010-09-10,39731.13,True
1,6,2010-09-17,34961.46,False
1,6,2010-09-24,33781.11,False
1,6,2010-10-01,28134.05,False
1,6,2010-10-08,32457.08,False
1,6,2010-10-15,33037.64,False
1,6,2010-10-22,32909.64,False
1,6,2010-10-29,34222.49,False
1,6,2010-11-05,54729.93,False
1,6,2010-11-12,53191.77,False
1,6,2010-11-19,51019.04,False
1,6,2010-11-26,53387.43,True
1,6,2010-12-03,58181.45,False
1,6,2010-12-10,57182.79,False
1,6,2010-12-17,57470.29,False
1,6,2010-12-24,50503.04,False
1,6,2010-12-31,61660.35,True
1,6,2011-01-07,48789.81,False
